"","country","iso2c","iso3c","year","status","lastupdated","birth","infmort","net","lifeexp","forest","mobile","pop","tour","import","export","region","capital","longitude","latitude","income","lending","lng","lat"
"719","Cameroon","CM","CMR",2010,"","2023-09-19",39.958,68.6,4.3,56.582,44.2141693638806,43.44821591,19878036,1.71e+08,84.9218292354,95.5704920744,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"720","Cameroon","CM","CMR",2011,"","2023-09-19",39.368,66.6,5,57.133,44.0957034968585,51.28211222,20448873,4.23e+08,112.5015555619,111.306444826,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"721","Cameroon","CM","CMR",2009,"","2023-09-19",40.33,71.1,3.84,56.102,44.3616191745468,41.43074942,19319274,2.71e+08,73.4809103633,87.5311462323,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"722","Cameroon","CM","CMR",2013,"","2023-09-19",38.237,61.6,10,58.476,43.8587717628144,72.41147607,21632850,6.07e+08,110.0039359514,111.2609812019,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"723","Cameroon","CM","CMR",1999,"","2023-09-19",41.287,89.2,0.129067581,52.695,45.8795900234816,0.040819178,14698973,9.2e+07,21.804169172,39.4495982234,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"724","Cameroon","CM","CMR",2001,"","2023-09-19",40.775,85.9,0.277051322,53.142,45.541217659876,2.693398217,15493253,1.82e+08,30.6383317961,43.0980219697,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"725","Cameroon","CM","CMR",2002,"","2023-09-19",40.954,83.9,0.360871584,53.415,45.3937678492099,4.408103213,15914033,1.24e+08,30.8699390641,44.4040226371,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"726","Cameroon","CM","CMR",2017,"","2023-09-19",37.403,53.2,23.20297197,60.81,43.3849082947262,82.54515063,24393181,5.44e+08,79.3469902934,79.6670278058,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"727","Cameroon","CM","CMR",2018,"","2023-09-19",36.716,51.5,29.7,61.18,43.2664424277041,73.59740879,25076747,6.33e+08,93.5691790154,93.7106043345,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"728","Cameroon","CM","CMR",2005,"","2023-09-19",41.088,78.2,1.402654226,54.362,44.9514184172114,13.03899105,17275171,2.29e+08,45.2461325439,70.5054315848,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"729","Cameroon","CM","CMR",2006,"","2023-09-19",40.956,76.3,2.028744791,54.856,44.8039686065452,17.66597472,17751333,2.31e+08,52.1194088394,88.1284320825,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"730","Cameroon","CM","CMR",2012,"","2023-09-19",38.76,64.3,7.5,57.792,43.9772376298365,62.32232653,21032684,3.77e+08,107.7812176382,105.3182346099,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"731","Cameroon","CM","CMR",2007,"","2023-09-19",40.786,74.7,2.93,55.165,44.6565187958791,24.85225346,18251866,2.54e+08,77.0342951225,104.2364717968,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"732","Cameroon","CM","CMR",2004,"","2023-09-19",41.264,79.9,0.976075415,54.178,45.0988682278776,9.107210028,16809407,2.12e+08,39.8083745652,61.0311853053,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"733","Cameroon","CM","CMR",2000,"","2023-09-19",41.018,87.7,0.252120078,52.932,45.6886674705422,0.684347856,15091594,1.32e+08,24.5442415077,45.1679098167,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"734","Cameroon","CM","CMR",1998,"","2023-09-19",41.055,90.2,0.013216341,52.582,46.0705125764211,0.034929378,14314599,1.14e+08,24.7323466601,41.175490422,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"735","Cameroon","CM","CMR",2003,"","2023-09-19",41.191,81.9,0.587622611,53.883,45.2463180385437,6.585413547,16354326,2.66e+08,35.7899389926,56.2457524436,"Sub-Saharan Africa","Yaounde","11.5174","3.8721","Lower middle income","Blend",11.5174,3.8721
"736","Canada","CA","CAN",2000,"","2023-09-19",10.7,5.3,51.3,79.1668292682927,38.7929818338782,28.44217078,30685730,1.3035e+10,56.9086756014,67.4573060939,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"737","Canada","CA","CAN",2013,"","2023-09-19",10.9,4.8,85.8,81.7448780487805,38.7256510726009,80.8813881,35082954,NA,110.6139192285,111.7678302468,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"738","Canada","CA","CAN",2002,"","2023-09-19",10.5,5.3,61.59329927,79.5307317073171,38.7822795822695,37.90258971,31360079,1.2744e+10,52.8914640664,61.5501553216,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"739","Canada","CA","CAN",2018,"","2023-09-19",10.1,4.6,94.64,81.8439024390244,38.7037629425392,89.67401709,37065084,NA,109.0628004888,110.303396958,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"740","Canada","CA","CAN",2007,"","2023-09-19",11.3,5.1,73.2,80.5436585365854,38.7555239532479,61.70384455,32889025,1.7962e+10,90.7152578389,102.592527485,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"741","Canada","CA","CAN",1998,"","2023-09-19",11.4,5.4,24.8974003,78.6236585365854,38.8034877793876,17.73439489,30155173,1.1049e+10,47.9080200407,52.2620551071,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"742","Canada","CA","CAN",1999,"","2023-09-19",11.1,5.3,36.18644004,78.8390243902439,38.7982348066329,22.73384365,30401286,1.2024e+10,51.1907925881,58.1504282478,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"743","Canada","CA","CAN",2011,"","2023-09-19",11,4.9,83,81.4826829268293,38.7348640747569,78.19708293,34339328,1.9994e+10,107.7921151257,110.0648832365,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"744","Canada","CA","CAN",2001,"","2023-09-19",10.8,5.3,60.2,79.3980487804878,38.7876307080739,34.34855145,31020902,1.268e+10,52.8431059421,63.3703664162,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"745","Canada","CA","CAN",2005,"","2023-09-19",10.7,5.2,71.66,80.1126829268293,38.7662262048566,52.82047544,32243753,1.5891e+10,74.957647397,87.9074284603,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"746","Canada","CA","CAN",2014,"","2023-09-19",10.9,4.7,87.12,81.7843902439025,38.7210445715229,81.31427412,35437435,NA,110.507330588,116.1531188162,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"747","Canada","CA","CAN",2003,"","2023-09-19",10.6,5.3,64.2,79.7151219512195,38.7769284564652,42.03425423,31644028,1.2236e+10,56.9651708924,66.5115962027,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"748","Canada","CA","CAN",2004,"","2023-09-19",10.6,5.3,65.95596346,79.9921951219512,38.7715773306609,47.06742374,31940655,1.5135e+10,65.0814307776,77.2472812454,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"749","Canada","CA","CAN",2008,"","2023-09-19",11.5,5.1,76.7,80.7246341463415,38.7501728274436,66.5065332,33247118,1.819e+10,97.4161824583,111.3174489793,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"750","Canada","CA","CAN",2006,"","2023-09-19",11,5.2,72.4,80.5436585365854,38.7608750790522,57.63302795,32571174,1.6837e+10,83.4641433874,94.6631393106,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"751","Canada","CA","CAN",2010,"","2023-09-19",11.2,5,80.3,81.3221951219512,38.7394705758349,76.03888561,34004889,1.844e+10,93.6217902527,94.4932490296,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"752","Canada","CA","CAN",2012,"","2023-09-19",11,4.8,83,81.6636585365854,38.7302575736789,79.90342869,34714222,NA,110.7345208906,111.1030679067,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"753","Canada","CA","CAN",2009,"","2023-09-19",11.4,5,80.3,81.0660975609756,38.7448217016393,70.88158252,33628895,1.558e+10,76.700399728,77.0842906326,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"754","Canada","CA","CAN",2017,"","2023-09-19",10.3,4.6,92.70137191,81.8329268292683,38.7078876013737,86.70104032,36545236,NA,103.1449201812,102.5857268442,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"755","Canada","CA","CAN",2015,"","2023-09-19",10.7,4.7,90,81.8156097560976,38.7164380704449,83.30038912,35702908,NA,100,100,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"756","Canada","CA","CAN",2016,"","2023-09-19",10.6,4.7,91.16,81.9248780487805,38.7120133755838,85.15367591,36109487,NA,96.0047802081,95.1053483279,"North America","Ottawa","-75.6919","45.4215","High income","Not classified",-75.6919,45.4215
"757","Cayman Islands","KY","CYM",2018,"","2023-09-19",9.9,NA,NA,NA,53.375,NA,64884,9.11e+08,126.8784802203,63.787088214,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"758","Cayman Islands","KY","CYM",2005,"","2023-09-19",15.7,NA,38.03438308,NA,53.4375,173.2296103,46727,3.56e+08,123.068998908,91.5434252127,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"759","Cayman Islands","KY","CYM",2011,"","2023-09-19",14.5,NA,69.46594499,NA,53,174.3981114,55492,4.72e+08,97.5355000596,56.6857050262,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"760","Cayman Islands","KY","CYM",1998,"","2023-09-19",14.5,NA,NA,NA,54.0416666666667,13.99339577,36947,5.34e+08,54.1025027273,21.6122757709,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"761","Cayman Islands","KY","CYM",2000,"","2023-09-19",15.4,NA,NA,NA,53.875,26.98068486,39658,5.59e+08,67.4253454186,28.5590786956,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"762","Cayman Islands","KY","CYM",2001,"","2023-09-19",15,NA,NA,NA,53.7875,41.40887611,41054,5.85e+08,61.646030098,24.6997437377,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"763","Cayman Islands","KY","CYM",2003,"","2023-09-19",14.3,NA,NA,NA,53.6125,47.96862888,43862,5.18e+08,66.9183879338,24.6997437377,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"764","Cayman Islands","KY","CYM",2004,"","2023-09-19",15.2,NA,NA,NA,53.525,74.63675308,45286,5.23e+08,84.1549424189,37.0496155966,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"765","Cayman Islands","KY","CYM",1999,"","2023-09-19",15.5,NA,NA,NA,53.9583333333333,21.96109153,38295,5.25e+08,55.207670047,27.7872117046,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"766","Cayman Islands","KY","CYM",2002,"","2023-09-19",13.7,NA,NA,NA,53.7,44.75221406,42456,6.07e+08,59.7195916555,21.6122757709,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"767","Cayman Islands","KY","CYM",2012,"","2023-09-19",13.6,NA,69.7,NA,53,173.8199085,56860,4.89e+08,97.3857777649,60.1092948116,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"768","Cayman Islands","KY","CYM",2006,"","2023-09-19",13.4,NA,44.5,NA,53.35,192.1227972,48177,5.09e+08,107.4141517999,36.1233752188,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"769","Cayman Islands","KY","CYM",2014,"","2023-09-19",12.5,NA,74.1,NA,53,152.8861652,59559,5.65e+08,103.7676788792,74.2930331298,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"770","Cayman Islands","KY","CYM",2008,"","2023-09-19",14.2,NA,61,NA,53.175,192.3067895,51123,5.18e+08,114.5981197411,50.2045570857,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"771","Cayman Islands","KY","CYM",2016,"","2023-09-19",10.8,NA,79,NA,53,153.6543837,62255,7.08e+08,103.7383044881,89.0919756707,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"772","Cayman Islands","KY","CYM",2013,"","2023-09-19",12.5,NA,71.4,NA,53,168.4120113,58212,5e+08,99.3504766117,79.2804177365,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"773","Cayman Islands","KY","CYM",2010,"","2023-09-19",14.8,NA,66,82.190243902439,53,185.9821726,54074,4.65e+08,88.3684628317,37.5203309582,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"774","Cayman Islands","KY","CYM",2015,"","2023-09-19",11,NA,77,NA,53,153.0823661,60911,6.8e+08,100,100,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"775","Cayman Islands","KY","CYM",2017,"","2023-09-19",9.9,NA,81.06769325,NA,53,152.0202576,63581,8.32e+08,111.2988655709,59.6884744738,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"776","Cayman Islands","KY","CYM",2007,"","2023-09-19",13.8,NA,52,NA,53.2625,204.4373275,49647,4.81e+08,106.8869095347,33.1439037822,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"777","Cayman Islands","KY","CYM",2009,"","2023-09-19",14.6,NA,64.5,NA,53.0875,206.6442341,52602,4.58e+08,94.8526998428,42.5836842565,"Latin America & Caribbean","George Town","-81.3857","19.3022","High income","Not classified",-81.3857,19.3022
"778","Central African Republic","CF","CAF",2007,"","2023-09-19",42.776,96.3,0.375815961,47.426,36.426530546727,7.770417973,4375569,10800000.1907349,71.9222847756,207.3819683734,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"779","Central African Republic","CF","CAF",2003,"","2023-09-19",42.765,104.2,0.151563338,45.76,36.6191531028283,0.993334231,4026841,4e+06,34.0943331867,149.3207100623,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"780","Central African Republic","CF","CAF",2004,"","2023-09-19",42.545,102.4,0.223401395,46.038,36.570997463803,1.458031298,4115138,7800000.19073486,43.6996892155,156.1206352021,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"781","Central African Republic","CF","CAF",2001,"","2023-09-19",42.809,107.2,0.078543428,45.393,36.715464380879,0.286102791,3844773,5e+06,30.9160478747,165.652662718,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"782","Central African Republic","CF","CAF",2002,"","2023-09-19",42.635,105.8,0.128537117,45.409,36.6673087418537,0.320557832,3930648,3e+06,34.6722032372,171.4855029696,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"783","Central African Republic","CF","CAF",2009,"","2023-09-19",43.019,92.7,1.8,48.648,36.3302192686764,18.92065794,4564540,7500000,78.0124572669,139.9881656822,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"784","Central African Republic","CF","CAF",2005,"","2023-09-19",42.633,100.5,0.268195609,46.433,36.5228418247777,2.375954956,4208834,7199999.80926514,50.5636297125,149.3207100623,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"785","Central African Republic","CF","CAF",2008,"","2023-09-19",42.925,94.6,1,48.016,36.3783749077017,12.75957623,4467233,11800000.1907349,86.6805080593,174.9852070981,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"786","Central African Republic","CF","CAF",2012,"","2023-09-19",43.006,87.8,2.4,50.686,36.1857523516004,23.94805613,4773306,1.5e+07,93.4629688926,236.9568014144,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"787","Central African Republic","CF","CAF",2017,"","2023-09-19",41.602,81.7,4,53.721,35.9449741564737,23.52311236,4996741,NA,141.068770718,163.7336582809,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"788","Central African Republic","CF","CAF",2018,"","2023-09-19",41.831,80.3,5.1,54.369,35.8968185174484,25.10924907,5094780,NA,174.9903207285,191.7511230099,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"789","Central African Republic","CF","CAF",2016,"","2023-09-19",41.209,82.4,3.1,53.46,35.9931297954991,25.45474491,4904177,NA,115.2313861843,133.9666311867,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"790","Central African Republic","CF","CAF",1998,"","2023-09-19",43.514,110.7,0.027878201,46.025,36.859931297955,0.045934475,3555064,4e+06,42.3029772725,176.5997372771,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"791","Central African Republic","CF","CAF",1999,"","2023-09-19",43.397,109.7,0.040894287,45.75,36.8117756589297,0.113860194,3655360,8e+06,37.8658020734,170.7808958681,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"792","Central African Republic","CF","CAF",2000,"","2023-09-19",43.259,108.5,0.053394174,45.406,36.7636200199043,0.132130231,3759170,5e+06,33.8053981445,187.8174556254,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"793","Central African Republic","CF","CAF",2010,"","2023-09-19",43.237,91.1,2,49.255,36.282063629651,21.01326011,4660067,14399999.6185303,86.6805080593,163.3195266324,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"794","Central African Republic","CF","CAF",2006,"","2023-09-19",42.771,98.2,0.311159173,46.851,36.4746861857524,2.561504041,4294352,10199999.8092651,58.5174331228,183.83479232,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"795","Central African Republic","CF","CAF",2013,"","2023-09-19",42.414,86.9,2.5,50.902,36.137596712575,28.32525547,4802428,15600000.3814697,61.5836116382,135.3008952753,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"796","Central African Republic","CF","CAF",2014,"","2023-09-19",41.921,85.3,2.7,50.566,36.0894410735497,24.08176823,4798734,NA,117.1717544106,114.9072419725,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"797","Central African Republic","CF","CAF",2011,"","2023-09-19",43.223,89.3,2.2,49.948,36.2339079906257,20.97293715,4732022,1.5e+07,89.569858346,221.6479290735,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"798","Central African Republic","CF","CAF",2015,"","2023-09-19",41.044,83.7,2.9,52.793,36.0412854345244,25.7814515,4819333,NA,100,100,"Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA",21.6407,5.63056
"799","Chad","TD","TCD",2005,"","2023-09-19",50.317,92.6,0.3992577,48.312,4.71847204574333,2.098948007,10005012,NA,25.6756756773,126.995100373,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"800","Chad","TD","TCD",2012,"","2023-09-19",48.019,81,2.1,50.54,4.18837357052097,34.51442135,12754906,NA,75.6756756773,197.8537370091,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"801","Chad","TD","TCD",2004,"","2023-09-19",50.29,94.1,0.360920107,48.232,4.78383100381194,1.279450373,9613503,NA,25.756756755,90.3119870607,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"802","Chad","TD","TCD",2009,"","2023-09-19",48.922,86.1,1.5,49.196,4.45703621346887,19.84424669,11496128,NA,54.0540540552,115.414679922,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"803","Chad","TD","TCD",2006,"","2023-09-19",49.923,91.1,0.581045764,48.286,4.65311308767471,4.496482312,10365614,NA,36.4864864883,138.1657162626,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"804","Chad","TD","TCD",2008,"","2023-09-19",49.234,87.8,1.19,49.024,4.52239517153748,14.41614955,11098664,NA,54.0540540552,171.8259130398,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"805","Chad","TD","TCD",1998,"","2023-09-19",52.22,102.6,0.004268504,47.224,5.10514612452351,0,7709115,1.5e+07,9.6216216204,10.7995164765,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"806","Chad","TD","TCD",2013,"","2023-09-19",47.46,79.3,2.5,50.781,4.08672172808132,34.51103697,13216766,NA,81.0810810785,156.6342084279,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"807","Chad","TD","TCD",2014,"","2023-09-19",46.998,77.8,2.9,51.202,3.98506988564168,38.34059787,13697126,NA,118.9189188958,172.8634956696,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"808","Chad","TD","TCD",2015,"","2023-09-19",46.367,76.1,3.5,51.589,3.88341804320203,38.65410953,14140274,NA,100,100,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"809","Chad","TD","TCD",2016,"","2023-09-19",45.456,74.5,5.8,52.083,3.78732528589581,38.27772119,14592585,NA,66.6336247714,86.1525891188,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"810","Chad","TD","TCD",2017,"","2023-09-19",44.811,72.7,7.4,52.308,3.69361499364676,42.21562356,15085884,NA,50.0321170949,108.0504867031,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"811","Chad","TD","TCD",2003,"","2023-09-19",49.949,95.5,0.320308555,48.206,4.84918996188056,0.706800925,9196366,NA,21.3513513546,24.7729366481,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"812","Chad","TD","TCD",2018,"","2023-09-19",44.37,71,8,52.825,3.60149301143583,44.75798518,15604210,NA,85.7649501597,110.0678631053,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"813","Chad","TD","TCD",2007,"","2023-09-19",49.711,89.4,0.847224521,48.751,4.5877541296061,8.564571843,10722731,NA,48.6486486454,151.1200248041,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"814","Chad","TD","TCD",1999,"","2023-09-19",51.727,101.2,0.012321728,47.372,5.07520648030496,0,7981889,1.5e+07,8.540540541,10.0163454314,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"815","Chad","TD","TCD",2010,"","2023-09-19",48.764,84.4,1.7,49.584,4.39167725540025,24.17292974,11894727,NA,64.8648648663,148.3903027569,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"816","Chad","TD","TCD",2011,"","2023-09-19",48.357,82.7,1.9,50.009,4.29002541296061,29.75922512,12317730,NA,89.1891892147,197.8537370091,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"817","Chad","TD","TCD",2002,"","2023-09-19",50.307,97,0.166069665,47.946,4.91454891994917,0.386949265,8838369,2.5e+07,44.4864864866,7.6256127815,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"818","Chad","TD","TCD",2000,"","2023-09-19",51.324,99.9,0.035707076,47.443,5.0452668360864,0.066592914,8259137,1.4e+07,8.5675675677,7.5431737225,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"819","Chad","TD","TCD",2001,"","2023-09-19",51.08,98.4,0.045934134,47.85,4.97990787801779,0.257647324,8538804,2.3e+07,18.351351352,7.7904908919,"Sub-Saharan Africa","N'Djamena","15.0445","12.1048","Low income","IDA",15.0445,12.1048
"820","Chile","CL","CHL",2007,"","2023-09-19",14.301,7.6,35.9,77.826,22.1278976560525,84.59985967,16495538,2.224e+09,75.597733134,109.5696446237,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"821","Chile","CL","CHL",2003,"","2023-09-19",14.802,8.1,25.47377889,77.387,21.6393107492347,45.83031509,15859112,1.309e+09,30.9714153361,34.9221704801,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"822","Chile","CL","CHL",2005,"","2023-09-19",14.169,7.7,31.17534703,78.016,21.8836042026436,65.34385645,16175311,1.608e+09,52.4703131098,66.521866551,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"823","Chile","CL","CHL",2009,"","2023-09-19",14.464,7.5,41.56,78.741,22.3721911094613,97.72343715,16833447,2.38e+09,68.6119866406,89.4053199722,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"824","Chile","CL","CHL",2010,"","2023-09-19",14.327,7.4,45,78.501,22.4943378361658,116.7493111,17004162,2.362e+09,94.9022043248,114.6263002278,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"825","Chile","CL","CHL",2004,"","2023-09-19",14.379,7.9,28.17791012,77.616,21.7614574759392,57.81873304,16017966,1.571e+09,39.7409113844,52.422427086,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"826","Chile","CL","CHL",2008,"","2023-09-19",14.459,7.6,37.3,78.484,22.2500443827569,88.80729074,16661462,2.481e+09,100.6404315304,103.989762369,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"827","Chile","CL","CHL",2013,"","2023-09-19",13.697,7,58,79.339,23.1970540608878,135.1310128,17509925,3.171e+09,127.1929479657,123.7524387395,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
"828","Chile","CL","CHL",2014,"","2023-09-19",13.545,6.9,61.11,79.473,23.4312928024618,133.8868853,17687108,3.202e+09,116.7730162266,121.0036085079,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",-70.6475,-33.475
